Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,375,1172,883,968,96,106,979,1074,255,127.5,85,289,170,459,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
Store & Code,Store-Brand-Product Type,Brand Code,Commodity,Store Name,Store Type,Store Category,Brand Code,Brand Type,Supplier name,Brand Name,Depth,Facing,SKU Count,SOH,Sku Count Local,SOH Local,SKU Count Total,SOH Total,Sales(Apr & May),Monthly Sales,Back stock,Facing Delta,BS Delta,Total Order,Star Locations,,,
PO-SARITA VIHAR BE-O,PO-SARITA VIHARBurberryFrame,BE-O,Frame,PO-SARITA VIHAR,Retail,A,BE-O,Luxury,Luxottica,Burberry,6,32,26,26,0,0,26,26,0,0,0,6,0,6,,,,
PO-SARITA VIHAR EA,PO-SARITA VIHAREmporio ArmaniFrame,EA,Frame,PO-SARITA VIHAR,Retail,A,EA,Premium Fashion,Luxottica,Emporio Armani,6,24,19,19,0,0,19,19,0,0,0,5,0,5,,,,
PO-SARITA VIHAR FC,PO-SARITA VIHARFrench ConnectionFrame,FC,Frame,PO-SARITA VIHAR,Retail,A,FC,Fast Fashion,Sterling,French Connection,6,24,12,13,0,0,12,13,0,0,1,12,-1,11,,,,
PO-SARITA VIHAR ID-S,PO-SARITA VIHARIdeeSunglass,ID-S,Sunglass,PO-SARITA VIHAR,Retail,A,ID-S,Fast Fashion,Ronak Optics,Idee,,60,32,73,0,0,32,73,0,0,41,28,-41,-13,,,,
PO-SARITA VIHAR OB,PO-SARITA VIHAROmbraSunglass,OB,Sunglass,PO-SARITA VIHAR,Retail,A,OB,Private Labels,Private Labels,Ombra,,40,21,27,0,0,21,27,0,0,6,19,-6,13,,,,
PO-SARITA VIHAR PC,PO-SARITA VIHARPierre CardinFrame,PC,Frame,PO-SARITA VIHAR,Retail,A,PC,Fast Fashion,Safilo,Pierre Cardin,,23,11,21,0,0,11,21,0,0,10,12,-10,2,,,,
PO-SARITA VIHAR RB,PO-SARITA VIHARRaybanSunglass,RB,Sunglass,PO-SARITA VIHAR,Retail,A,RB,Lifestyle,Luxottica,Rayban,15,68,60,69,0,0,60,69,2,1,9,8,-7,1,,,,
PO-SARITA VIHAR RX,PO-SARITA VIHARRaybanFrame,RX,Frame,PO-SARITA VIHAR,Retail,A,RX,Lifestyle,Luxottica,Rayban,9,36,33,33,0,0,33,33,0,0,0,3,0,3,,,,
PO-SARITA VIHAR TH,PO-SARITA VIHARTommy HilfigerFrame,TH,Frame,PO-SARITA VIHAR,Retail,A,TH,Lifestyle,Sterling,Tommy Hilfiger,6,32,33,39,0,0,33,39,0,0,6,-1,-6,-7,,,,
PO-SARITA VIHAR VO,PO-SARITA VIHARVogueFrame,VO,Frame,PO-SARITA VIHAR,Retail,A,VO,Fast Fashion,Luxottica,Vogue,6,24,26,28,0,0,26,28,1,0.5,2,-2,-1,-3,,,,
PO-SURAT (CITY LIGHT) AD,PO-SURAT (CITY LIGHT)AdmyraFrame,AD,Frame,PO-SURAT (CITY LIGHT),SIS,B,AD,Private Labels,Private Labels,Admyra,,120,139,141,43,44,182,185,9,4.5,2,-19,0,-19,,,,
PO-SURAT (CITY LIGHT) AV,PO-SURAT (CITY LIGHT)AvantaFrame,AV,Frame,PO-SURAT (CITY LIGHT),SIS,B,AV,Private Labels,Private Labels,Avanta,,120,118,120,128,204,246,324,33,16.5,2,2,0,2,,,,
PO-SURAT (CITY LIGHT) AV-K,PO-SURAT (CITY LIGHT)Avanta KidsFrame,AV-K,Frame,PO-SURAT (CITY LIGHT),SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,16,16,38,47,54,63,10,5,0,9,0,9,,,,
PO-SURAT (CITY LIGHT) RX,PO-SURAT (CITY LIGHT)RaybanFrame,RX,Frame,PO-SURAT (CITY LIGHT),SIS,B,RX,Lifestyle,Luxottica,Rayban,,12,4,4,0,0,4,4,1,0.5,0,8,0,8,,,,
PO-SURAT (CITY LIGHT) VO,PO-SURAT (CITY LIGHT)VogueFrame,VO,Frame,PO-SURAT (CITY LIGHT),SIS,B,VO,Fast Fashion,Luxottica,Vogue,,12,6,6,0,0,6,6,0,0,0,6,0,6,,,,
PO-SURAT (RANDER ROAD) AD,PO-SURAT (RANDER ROAD)AdmyraFrame,AD,Frame,PO-SURAT (RANDER ROAD),SIS,B,AD,Private Labels,Private Labels,Admyra,,85,135,135,45,45,180,180,10,5,0,-50,0,-50,,,,
PO-SURAT (RANDER ROAD) AV,PO-SURAT (RANDER ROAD)AvantaFrame,AV,Frame,PO-SURAT (RANDER ROAD),SIS,B,AV,Private Labels,Private Labels,Avanta,,130,122,128,144,242,266,370,39,19.5,6,8,0,8,,,,
PO-SURAT (RANDER ROAD) AV-K,PO-SURAT (RANDER ROAD)Avanta KidsFrame,AV-K,Frame,PO-SURAT (RANDER ROAD),SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,16,16,31,42,47,58,7,3.5,0,9,0,9,,,,
PO-VADODARA AD,PO-VADODARAAdmyraFrame,AD,Frame,PO-VADODARA,SIS,B,AD,Private Labels,Private Labels,Admyra,,130,119,119,38,38,157,157,5,2.5,0,11,0,11,,,,
PO-VADODARA AV,PO-VADODARAAvantaFrame,AV,Frame,PO-VADODARA,SIS,B,AV,Private Labels,Private Labels,Avanta,,145,148,154,299,397,447,551,16,8,6,-3,0,-3,,,,
PO-VADODARA AV-K,PO-VADODARAAvanta KidsFrame,AV-K,Frame,PO-VADODARA,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,32,39,33,34,65,73,1,0.5,7,-7,-6,-13,,,,
PO-VARANASI AD,PO-VARANASIAdmyraFrame,AD,Frame,PO-VARANASI,SIS,B,AD,Private Labels,Private Labels,Admyra,,270,238,240,0,0,238,240,35,17.5,2,32,0,32,,,,
PO-VARANASI AV,PO-VARANASIAvantaFrame,AV,Frame,PO-VARANASI,SIS,B,AV,Private Labels,Private Labels,Avanta,,400,160,184,92,187,252,371,83,41.5,24,240,0,240,,,,
PO-VARANASI AV-K,PO-VARANASIAvanta KidsFrame,AV-K,Frame,PO-VARANASI,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,22,23,16,25,38,48,7,3.5,1,3,0,3,,,,
PO-VARANASI RX,PO-VARANASIRaybanFrame,RX,Frame,PO-VARANASI,SIS,B,RX,Lifestyle,Luxottica,Rayban,,12,7,7,0,0,7,7,2,1,0,5,0,5,,,,
PO-VARANASI VO,PO-VARANASIVogueFrame,VO,Frame,PO-VARANASI,SIS,B,VO,Fast Fashion,Luxottica,Vogue,,12,8,8,0,0,8,8,3,1.5,0,4,0,4,,,,
PO-VIJAYAWADA AD,PO-VIJAYAWADAAdmyraFrame,AD,Frame,PO-VIJAYAWADA,SIS,B,AD,Private Labels,Private Labels,Admyra,,110,147,149,22,24,169,173,32,16,2,-37,0,-37,,,,
PO-VIJAYAWADA AV,PO-VIJAYAWADAAvantaFrame,AV,Frame,PO-VIJAYAWADA,SIS,B,AV,Private Labels,Private Labels,Avanta,,190,81,86,113,149,194,235,79,39.5,5,109,0,109,,,,
PO-VIJAYAWADA AV-K,PO-VIJAYAWADAAvanta KidsFrame,AV-K,Frame,PO-VIJAYAWADA,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,10,10,10,13,20,23,6,3,0,15,0,15,,,,
PO-VIKASPURI AD,PO-VIKASPURIAdmyraFrame,AD,Frame,PO-VIKASPURI,SIS,B,AD,Private Labels,Private Labels,Admyra,,105,164,166,18,18,182,184,32,16,2,-59,0,-59,,,,
PO-VIKASPURI AV,PO-VIKASPURIAvantaFrame,AV,Frame,PO-VIKASPURI,SIS,B,AV,Private Labels,Private Labels,Avanta,,70,78,79,109,143,187,222,63,31.5,1,-8,0,-8,,,,
PO-VIKASPURI AV-K,PO-VIKASPURIAvanta KidsFrame,AV-K,Frame,PO-VIKASPURI,SIS,B,AV-K,Private Labels,Private Labels,Avanta Kids,,25,5,5,26,28,31,33,7,3.5,0,20,0,20,,,,
PO-VIKASPURI RX,PO-VIKASPURIRaybanFrame,RX,Frame,PO-VIKASPURI,SIS,B,RX,Lifestyle,Luxottica,Rayban,,12,7,7,0,0,7,7,5,2.5,0,5,0,5,,,,
PO-VIKASPURI VO,PO-VIKASPURIVogueFrame,VO,Frame,PO-VIKASPURI,SIS,B,VO,Fast Fashion,Luxottica,Vogue,,12,9,9,0,0,9,9,2,1,0,3,0,3,,,,
PO-HYDERABAD AD,PO-HYDERABADAdmyraFrame,AD,Frame,PO-HYDERABAD,SIS,A+,AD,Private Labels,Private Labels,Admyra,15,91,160,168,50,52,210,220,2,1,8,-69,-6,-75,,,,
PO-HYDERABAD AV,PO-HYDERABADAvantaFrame,AV,Frame,PO-HYDERABAD,SIS,A+,AV,Private Labels,Private Labels,Avanta,,25,131,136,168,198,299,334,2,1,5,-106,-3,-109,,,,
PO-HYDERABAD AV-K,PO-HYDERABADAvanta KidsFrame,AV-K,Frame,PO-HYDERABAD,SIS,A+,AV-K,Private Labels,Private Labels,Avanta Kids,,20,18,19,31,31,49,50,2,1,1,2,0,2,,,,
PO-HYDERABAD BE-O,PO-HYDERABADBurberryFrame,BE-O,Frame,PO-HYDERABAD,SIS,A+,BE-O,Luxury,Luxottica,Burberry,3,10,17,17,0,0,17,17,2,1,0,-7,2,-5,,,,
PO-HYDERABAD CA,PO-HYDERABADCarreraFrame,CA,Frame,PO-HYDERABAD,SIS,A+,CA,Lifestyle,Safilo,Carrera,5,15,15,18,0,0,15,18,2,1,3,0,-1,-1,,,,
PO-HYDERABAD EA,PO-HYDERABADEmporio ArmaniFrame,EA,Frame,PO-HYDERABAD,SIS,A+,EA,Premium Fashion,Luxottica,Emporio Armani,4,18,16,16,0,0,16,16,2,1,0,2,2,4,,,,
PO-HYDERABAD FC,PO-HYDERABADFrench ConnectionFrame,FC,Frame,PO-HYDERABAD,SIS,A+,FC,Fast Fashion,Sterling,French Connection,5,15,14,14,0,0,14,14,2,1,0,1,2,3,,,,
PO-HYDERABAD HB,PO-HYDERABADHugo BossFrame,HB,Frame,PO-HYDERABAD,SIS,A+,HB,Luxury,Safilo,Hugo Boss,4,17,6,6,0,0,6,6,2,1,0,11,2,13,,,,
PO-HYDERABAD MB,PO-HYDERABADMontblancFrame,MB,Frame,PO-HYDERABAD,SIS,A+,MB,Luxury,Kering,Montblanc,4,8,6,6,0,0,6,6,2,1,0,2,2,4,,,,
PO-HYDERABAD PC,PO-HYDERABADPierre CardinFrame,PC,Frame,PO-HYDERABAD,SIS,A+,PC,Fast Fashion,Safilo,Pierre Cardin,5,15,12,13,0,0,12,13,2,1,1,3,1,4,,,,
PO-HYDERABAD PR,PO-HYDERABADPradaFrame,PR,Frame,PO-HYDERABAD,SIS,A+,PR,Luxury,Luxottica,Prada,4,10,14,14,0,0,14,14,2,1,0,-4,2,-2,,,,
PO-HYDERABAD RX,PO-HYDERABADRaybanFrame,RX,Frame,PO-HYDERABAD,SIS,A+,RX,Lifestyle,Luxottica,Rayban,10,30,48,48,0,0,48,48,2,1,0,-18,2,-16,,,,
PO-HYDERABAD SI,PO-HYDERABADSilhouetteFrame,SI,Frame,PO-HYDERABAD,SIS,A+,SI,Luxury,Optimed,Silhouette,2,8,7,7,0,0,7,7,2,1,0,1,2,3,,,,
PO-HYDERABAD TH,PO-HYDERABADTommy HilfigerFrame,TH,Frame,PO-HYDERABAD,SIS,A+,TH,Lifestyle,Sterling,Tommy Hilfiger,5,15,13,13,0,0,13,13,2,1,0,2,2,4,,,,
PO-HYDERABAD VE,PO-HYDERABADVersaceFrame,VE,Frame,PO-HYDERABAD,SIS,A+,VE,Luxury,Luxottica,Versace,4,8,0,0,0,0,0,0,2,1,0,8,2,10,,,,
PO-HYDERABAD VO,PO-HYDERABADVogueFrame,VO,Frame,PO-HYDERABAD,SIS,A+,VO,Fast Fashion,Luxottica,Vogue,10,30,31,31,0,0,31,31,2,1,0,-1,2,1,,,,
